31500,F810,F81.0
31501,R480,R48.0
31502,F810,F81.0
31509,F8181,F81.81
3151,F812,F81.2
3152,F8181,F81.81
3152,F8189,F81.89
31531,F801,F80.1
31532,F802,F80.2
31532,H9325,H93.25
31534,F804,F80.4
31535,F8081,F80.81
31539,F800,F80.0
31539,F8082,F80.82
31539,F8089,F80.89
3154,F82,F82.
3155,F82,F82.
3158,F88,F88.
3159,F819,F81.9
3159,F89,F89.
316,F54,F54.
317,F70,F70.
3180,F71,F71.
3181,F72,F72.
3182,F73,F73.
319,F79,F79.
3200,G000,G00.0
3201,G001,G00.1
3202,G002,G00.2
3203,G003,G00.3
3207,G01,G01.
32081,G008,G00.8
32082,G009,G00.9
32089,G008,G00.8
3209,G009,G00.9
3209,G042,G04.2
3210,B451,B45.1
3211,G02,G02.
3212,G02,G02.
3213,G02,G02.
3214,G02,G02.
3218,G02,G02.
3220,G030,G03.0
3221,G038,G03.8
3222,G031,G03.1
3229,G039,G03.9
32301,G053,G05.3
32302,G054,G05.4
3231,G053,G05.3
3232,G053,G05.3
32341,G053,G05.3
32342,G054,G05.4
32351,G0402,G04.02
32351,G0432,G04.32
32352,G0402,G04.02
32361,G0400,G04.00
32361,G0401,G04.01
32361,G0439,G04.39
32362,G0430,G04.30
32362,G0431,G04.31
32363,G054,G05.4
32371,G92,G92.
32372,G92,G92.
32381,G0481,G04.81
32382,G0489,G04.89
3239,G0490,G04.90
3239,G0491,G04.91
3240,G060,G06.0
3241,G061,G06.1
3249,G062,G06.2
325,G08,G08.
326,G09,G09.
32700,G4701,G47.01
32701,G4701,G47.01
32702,F5104,F51.04
32702,F5105,F51.05
32709,G4709,G47.09
32710,G4710,G47.10
32711,G4711,G47.11
32712,G4712,G47.12
32713,G4713,G47.13
32714,G4714,G47.14
32715,F5113,F51.13
32719,G4719,G47.19
32720,G4730,G47.30
32721,G4731,G47.31
32722,G4732,G47.32
32723,G4733,G47.33
32724,G4734,G47.34
32725,G4735,G47.35
32726,G4736,G47.36
32727,G4737,G47.37
32729,G4739,G47.39
32730,G4720,G47.20
32731,G4721,G47.21
32732,G4722,G47.22
32733,G4723,G47.23
32734,G4724,G47.24
32735,G4725,G47.25
32736,G4726,G47.26
32737,G4727,G47.27
32739,G4729,G47.29
32740,G4750,G47.50
32741,G4751,G47.51
32742,G4752,G47.52
32743,G4753,G47.53
32744,G4754,G47.54
32749,G4759,G47.59
32751,G4761,G47.61
32752,G4762,G47.62
32753,G4763,G47.63
32759,G4769,G47.69
3278,G478,G47.8
3300,E7523,E75.23
3300,E7525,E75.25
3300,E7529,E75.29
3301,E7502,E75.02
3301,E7519,E75.19
3301,E754,E75.4
3302,G9389,G93.89
3303,G939,G93.9
3308,F842,F84.2
3308,G3181,G31.81
3308,G3182,G31.82
3309,G319,G31.9
3310,G309,G30.9
33111,G3101,G31.01
33119,G3109,G31.09
3312,G311,G31.1
3313,G910,G91.0
3314,G911,G91.1
3315,G912,G91.2
3316,G3185,G31.85
3317,G94,G94.
33181,G937,G93.7
33182,G3183,G31.83
33183,G3184,G31.84
33189,G3189,G31.89
3319,G319,G31.9
3320,G20,G20.
3321,G2111,G21.11
3321,G2119,G21.19
3321,G218,G21.8
3330,G230,G23.0
3330,G231,G23.1
3330,G232,G23.2
3330,G238,G23.8
3331,G250,G25.0
3331,G251,G25.1
3331,G252,G25.2
3332,G253,G25.3
3333,G2561,G25.61
3333,G2569,G25.69
3334,G10,G10.
3335,G254,G25.4
3335,G255,G25.5
3336,G241,G24.1
33371,G803,G80.3
33372,G2402,G24.02
33379,G248,G24.8
33381,G245,G24.5
33382,G244,G24.4
33383,G243,G24.3
33384,G2589,G25.89
33385,G2401,G24.01
33389,G249,G24.9
33390,G259,G25.9
33391,G2582,G25.82
33392,G210,G21.0
33393,G2583,G25.83
33394,G2581,G25.81
33399,G2589,G25.89
33399,G259,G25.9
3340,G111,G11.1
3341,G114,G11.4
3342,G110,G11.0
3342,G112,G11.2
3343,G111,G11.1
3344,G3281,G32.81
3348,G113,G11.3
3348,G118,G11.8
3349,G119,G11.9
3350,G120,G12.0
33510,G1225,G12.25
33510,G129,G12.9
33511,G121,G12.1
33519,G128,G12.8
33520,G1221,G12.21
33521,G1221,G12.21
33522,G1222,G12.22
33523,G128,G12.8
33524,G1223,G12.23
33529,G1224,G12.24
33529,G1229,G12.29
3358,G128,G12.8
3359,G129,G12.9
3360,G950,G95.0
3361,G9519,G95.19
3362,G320,G32.0
3363,G992,G99.2
3368,G9589,G95.89
3369,G959,G95.9
33700,G9009,G90.09
33701,G9001,G90.01
33709,G9009,G90.09
3371,G990,G99.0
33720,G9059,G90.59
33721,G90519,G90.519
33722,G90529,G90.529
33729,G9059,G90.59
3373,G904,G90.4
3379,G909,G90.9
3380,G890,G89.0
33811,G8911,G89.11
33812,G8912,G89.12
33818,G8918,G89.18
33819,R52,R52.
33821,G8921,G89.21
33822,G8922,G89.22
33828,G8928,G89.28
33829,G8929,G89.29
3383,G893,G89.3
3384,G894,G89.4
33900,G44009,G44.009
33901,G44019,G44.019
33902,G44029,G44.029
33903,G44039,G44.039
33904,G44049,G44.049
33905,G44059,G44.059
33909,G44099,G44.099
33910,G44209,G44.209
33911,G44219,G44.219
33912,G44221,G44.221
33912,G44229,G44.229
33920,G44309,G44.309
33921,G44319,G44.319
33922,G44329,G44.329
3393,G4441,G44.41
33941,G4451,G44.51
33942,G4452,G44.52
33943,G4453,G44.53
33944,G4459,G44.59
33981,G4481,G44.81
33982,G4482,G44.82
33983,G4483,G44.83
33984,G4484,G44.84
33985,G4485,G44.85
33989,G4489,G44.89
340,G35,G35.
3410,G360,G36.0
3411,G370,G37.0
3411,G375,G37.5
34120,G373,G37.3
34121,G373,G37.3
34122,G373,G37.3
3418,G371,G37.1
3418,G372,G37.2
3418,G378,G37.8
3419,G379,G37.9
34200,G8100,G81.00
34201,G8101,G81.01
34201,G8102,G81.02
34202,G8103,G81.03
34202,G8104,G81.04
34210,G8110,G81.10
34211,G8111,G81.11
34211,G8112,G81.12
34212,G8113,G81.13
34212,G8114,G81.14
34280,G8190,G81.90
34281,G8191,G81.91
34281,G8192,G81.92
34282,G8193,G81.93
34282,G8194,G81.94
34290,G8190,G81.90
34291,G8191,G81.91
34291,G8192,G81.92
34292,G8193,G81.93
34292,G8194,G81.94
3430,G801,G80.1
3431,G802,G80.2
3432,G800,G80.0
3433,G808,G80.8
3434,G802,G80.2
3438,G808,G80.8
3439,G809,G80.9
34400,G8250,G82.50
34401,G8251,G82.51
34402,G8252,G82.52
34403,G8253,G82.53
34404,G8254,G82.54
34409,G8250,G82.50
3441,G8220,G82.20
3442,G830,G83.0
34430,G8310,G83.10
34431,G8311,G83.11
34431,G8312,G83.12
34432,G8313,G83.13
34432,G8314,G83.14
34440,G8320,G83.20
34441,G8321,G83.21
34441,G8322,G83.22
34442,G8323,G83.23
34442,G8324,G83.24
3445,G8330,G83.30
34460,G834,G83.4
34461,G834,G83.4
34481,G835,G83.5
34489,G8381,G83.81
34489,G8384,G83.84
34489,G8389,G83.89
3449,G839,G83.9
34500,G40A01,G40.A01
34500,G40A09,G40.A09
34501,G40A11,G40.A11
34501,G40A19,G40.A19
34510,G40309,G40.309
34510,G40401,G40.401
34510,G40409,G40.409
34511,G40311,G40.311
34511,G40411,G40.411
34511,G40419,G40.419
3452,G40A01,G40.A01
3452,G40A09,G40.A09
3452,G40A11,G40.A11
3452,G40A19,G40.A19
3453,G40301,G40.301
34540,G40201,G40.201
34540,G40209,G40.209
34541,G40211,G40.211
34541,G40219,G40.219
34550,G40101,G40.101
34550,G40109,G40.109
34551,G40111,G40.111
34551,G40119,G40.119
34560,G40821,G40.821
34560,G40822,G40.822
34561,G40823,G40.823
34561,G40824,G40.824
34570,G40101,G40.101
34570,G40109,G40.109
34571,G40111,G40.111
34571,G40119,G40.119
34580,G40101,G40.101
34580,G40109,G40.109
34580,G40501,G40.501
34580,G40509,G40.509
34580,G40802,G40.802
34581,G40111,G40.111
34581,G40119,G40.119
34581,G40804,G40.804
34590,G40901,G40.901
34590,G40909,G40.909
34591,G40911,G40.911
34591,G40919,G40.919
34600,G43109,G43.109
34601,G43119,G43.119
34602,G43101,G43.101
34603,G43111,G43.111
34610,G43009,G43.009
34611,G43019,G43.019
34612,G43001,G43.001
34613,G43011,G43.011
34620,G43809,G43.809
34620,G43A0,G43.A0
34620,G43B0,G43.B0
34620,G43C0,G43.C0
34620,G43D0,G43.D0
34621,G43819,G43.819
34621,G43A1,G43.A1
34621,G43B1,G43.B1
34621,G43C1,G43.C1
34621,G43D1,G43.D1
34622,G43801,G43.801
34623,G43811,G43.811
34630,G43409,G43.409
34631,G43419,G43.419
34632,G43401,G43.401
34633,G43411,G43.411
34640,G43829,G43.829
34641,G43839,G43.839
34642,G43821,G43.821
34643,G43831,G43.831
34650,G43509,G43.509
34651,G43519,G43.519
34652,G43501,G43.501
34653,G43511,G43.511
34660,G43609,G43.609
34661,G43619,G43.619
34662,G43601,G43.601
34663,G43611,G43.611
34670,G43709,G43.709
34671,G43719,G43.719
34672,G43701,G43.701
34673,G43711,G43.711
34680,G43809,G43.809
34681,G43819,G43.819
34682,G43801,G43.801
34683,G43811,G43.811
34690,G43909,G43.909
34691,G43919,G43.919
34692,G43901,G43.901
34693,G43911,G43.911
34700,G47419,G47.419
34701,G47411,G47.411
34710,G47429,G47.429
34711,G47421,G47.421
3480,G930,G93.0
3481,G931,G93.1
3482,G932,G93.2
34830,G9340,G93.40
34831,G9341,G93.41
34839,G9349,G93.49
34839,I6783,I67.83
3484,G935,G93.5
3485,G936,G93.6
34881,G9381,G93.81
34882,G9382,G93.82
34889,G9389,G93.89
3489,G939,G93.9
3490,G971,G97.1
3491,G9782,G97.82
3492,G9612,G96.12
3492,G9619,G96.19
34931,G9741,G97.41
34939,G9611,G96.11
34981,G960,G96.0
34982,G92,G92.
34989,G968,G96.8
34989,G988,G98.8
3499,G969,G96.9
3501,G500,G50.0
3502,G501,G50.1
3508,G508,G50.8
3509,G509,G50.9
3510,G510,G51.0
3511,G511,G51.1
3518,G512,G51.2
3518,G514,G51.4
3518,G518,G51.8
3519,G519,G51.9
3520,G520,G52.0
3521,G521,G52.1
3522,G521,G52.1
3523,G522,G52.2
3524,G528,G52.8
3525,G523,G52.3
3526,G527,G52.7
3529,G529,G52.9
3530,G540,G54.0
3531,G541,G54.1
3532,G542,G54.2
3533,G543,G54.3
3534,G544,G54.4
3535,G545,G54.5
3536,G546,G54.6
3536,G547,G54.7
3538,G548,G54.8
3539,G549,G54.9
3540,G5600,G56.00
3541,G5610,G56.10
3542,G5620,G56.20
3543,G5630,G56.30
3544,G5640,G56.40
3545,G587,G58.7
3548,G5680,G56.80
3549,G5690,G56.90
3550,G5700,G57.00
3551,G5710,G57.10
3552,G5720,G57.20
3553,G5730,G57.30
3554,G5740,G57.40
3555,G5750,G57.50
3556,G5760,G57.60
35571,G5770,G57.70
35579,G5780,G57.80
3558,G5790,G57.90
3559,G589,G58.9
3560,G600,G60.0
3561,G600,G60.0
3562,G600,G60.0
3563,G601,G60.1
3564,G603,G60.3
3568,G608,G60.8
3569,G609,G60.9
3570,G610,G61.0
3571,G63,G63.
3572,E0842,E08.42
3572,E0942,E09.42
3572,E1042,E10.42
3572,E1142,E11.42
3572,E1342,E13.42
3573,G63,G63.
3574,G63,G63.
3575,G621,G62.1
3576,G620,G62.0
3577,G622,G62.2
35781,G6181,G61.81
35782,G6281,G62.81
35789,G6182,G61.82
35789,G6189,G61.89
3579,G619,G61.9
35800,G7000,G70.00
35801,G7001,G70.01
3581,G733,G73.3
3582,G701,G70.1
35830,G7080,G70.80
35831,G731,G73.1
35839,G7081,G70.81
3588,G702,G70.2
3588,G7089,G70.89
3589,G709,G70.9
3590,G712,G71.2
3591,G710,G71.0
35921,G7111,G71.11
35922,G7112,G71.12
35923,G7113,G71.13
35924,G7114,G71.14
35929,G7119,G71.19
3593,G723,G72.3
3594,G722,G72.2
3595,G737,G73.7
3596,G737,G73.7
35971,G7241,G72.41
35979,G7249,G72.49
35981,G7281,G72.81
35989,G7289,G72.89
3599,G729,G72.9
36000,H44009,H44.009
36001,H44009,H44.009
36002,H44019,H44.019
36003,H44009,H44.009
36004,H44029,H44.029
36011,H44139,H44.139
36012,H44119,H44.119
36013,H33129,H33.129
36013,H44129,H44.129
36014,H16249,H16.249
36019,H4419,H44.19
36020,H4430,H44.30
36021,H4420,H44.20
36021,H4421,H44.21
36021,H4422,H44.22
36021,H4423,H44.23
36021,H442A1,H44.2A1
36021,H442A2,H44.2A2
36021,H442A3,H44.2A3
36021,H442A9,H44.2A9
36021,H442B1,H44.2B1
36021,H442B2,H44.2B2
36021,H442B3,H44.2B3
36021,H442B9,H44.2B9
36021,H442C1,H44.2C1
36021,H442C2,H44.2C2
36021,H442C3,H44.2C3
36021,H442C9,H44.2C9
36021,H442D1,H44.2D1
36021,H442D2,H44.2D2
36021,H442D3,H44.2D3
36021,H442D9,H44.2D9
36021,H442E1,H44.2E1
36021,H442E2,H44.2E2
36021,H442E3,H44.2E3
36021,H442E9,H44.2E9
36023,H44329,H44.329
36024,H44319,H44.319
36029,H44399,H44.399
36030,H4440,H44.40
36031,H44449,H44.449
36032,H44429,H44.429
36033,H44439,H44.439
36034,H44419,H44.419
36040,H4450,H44.50
36041,H44529,H44.529
36042,H44519,H44.519
36043,H44819,H44.819
36044,H44539,H44.539
36050,H44609,H44.609
36051,H44619,H44.619
36052,H44629,H44.629
36053,H44639,H44.639
36054,H44659,H44.659
36055,H44649,H44.649
36059,H44699,H44.699
36060,H44709,H44.709
36061,H44719,H44.719
36062,H44729,H44.729
36063,H44739,H44.739
36064,H44759,H44.759
36065,H44749,H44.749
36069,H44799,H44.799
36081,H44829,H44.829
36089,H4489,H44.89
3609,H449,H44.9
36100,H33009,H33.009
36101,H33019,H33.019
36102,H33029,H33.029
36103,H33039,H33.039
36104,H33049,H33.049
36105,H33059,H33.059
36106,H338,H33.8
36107,H33059,H33.059
36110,H33109,H33.109
36111,H33199,H33.199
36112,H33199,H33.199
36113,H33199,H33.199
36114,H33199,H33.199
36119,H33119,H33.119
36119,H33199,H33.199
3612,H3323,H33.23
36130,H33309,H33.309
36131,H33329,H33.329
36132,H33319,H33.319
36133,H33339,H33.339
36181,H3343,H33.43
36189,H338,H33.8
3619,H3320,H33.20
36201,E11319,E11.319
36202,E113591,E11.3591
36202,E113592,E11.3592
36202,E113593,E11.3593
36202,E113599,E11.3599
36203,E113291,E11.3291
36203,E113292,E11.3292
36203,E113293,E11.3293
36203,E113299,E11.3299
36204,E113291,E11.3291
36204,E113292,E11.3292
36204,E113293,E11.3293
36204,E113299,E11.3299
36205,E113391,E11.3391
36205,E113392,E11.3392
36205,E113393,E11.3393
36205,E113399,E11.3399
36206,E113491,E11.3491
36206,E113492,E11.3492
36206,E113493,E11.3493
36206,E113499,E11.3499
36207,E11311,E11.311
36210,H3500,H35.00
36211,H35039,H35.039
36212,H35029,H35.029
36213,H35019,H35.019
36214,H35049,H35.049
36215,H35079,H35.079
36216,H35059,H35.059
36217,H3509,H35.09
36218,H35069,H35.069
36220,H35109,H35.109
36221,H35179,H35.179
36222,H35119,H35.119
36223,H35129,H35.129
36224,H35139,H35.139
36225,H35149,H35.149
36226,H35159,H35.159
36227,H35169,H35.169
36229,H3523,H35.23
36230,H349,H34.9
36231,H3413,H34.13
36232,H34239,H34.239
36233,H34219,H34.219
36234,H3400,H34.00
36235,H348110,H34.8110
36235,H348111,H34.8111
36235,H348112,H34.8112
36235,H348120,H34.8120
36235,H348121,H34.8121
36235,H348122,H34.8122
36235,H348130,H34.8130
36235,H348131,H34.8131
36235,H348132,H34.8132
36235,H348190,H34.8190
36235,H348191,H34.8191
36235,H348192,H34.8192
36236,H348310,H34.8310
36236,H348311,H34.8311
36236,H348312,H34.8312
36236,H348320,H34.8320
36236,H348321,H34.8321
36236,H348322,H34.8322
36236,H348330,H34.8330
36236,H348331,H34.8331
36236,H348332,H34.8332
36236,H348390,H34.8390
36236,H348391,H34.8391
36236,H348392,H34.8392
36237,H34829,H34.829
36240,H3570,H35.70
36241,H35719,H35.719
36242,H35729,H35.729
36243,H35739,H35.739
36250,H3530,H35.30
36251,H353110,H35.3110
36251,H353111,H35.3111
36251,H353112,H35.3112
36251,H353113,H35.3113
36251,H353114,H35.3114
36251,H353120,H35.3120
36251,H353121,H35.3121
36251,H353122,H35.3122
36251,H353123,H35.3123
36251,H353124,H35.3124
36251,H353130,H35.3130
36251,H353131,H35.3131
36251,H353132,H35.3132
36251,H353133,H35.3133
36251,H353134,H35.3134
36251,H353190,H35.3190
36251,H353191,H35.3191
36251,H353192,H35.3192
36251,H353193,H35.3193
36251,H353194,H35.3194
36252,H353210,H35.3210
36252,H353211,H35.3211
36252,H353212,H35.3212
36252,H353213,H35.3213
36252,H353220,H35.3220
36252,H353221,H35.3221
36252,H353222,H35.3222
36252,H353223,H35.3223
36252,H353230,H35.3230
36252,H353231,H35.3231
36252,H353232,H35.3232
36252,H353233,H35.3233
36252,H353290,H35.3290
36252,H353291,H35.3291
36252,H353292,H35.3292
36252,H353293,H35.3293
36253,H35359,H35.359
36254,H35349,H35.349
36255,H35389,H35.389
36256,H35379,H35.379
36257,H35369,H35.369
36260,H3540,H35.40
36261,H35439,H35.439
36262,H35429,H35.429
36263,H35419,H35.419
36264,H35449,H35.449
36265,H35459,H35.459
36266,H35469,H35.469
36270,H3550,H35.50
36271,H36,H36.
36272,H36,H36.
36273,H3551,H35.51
36274,H3552,H35.52
36275,H3553,H35.53
36276,H3554,H35.54
36277,H31101,H31.101
36281,H3560,H35.60
36282,H3589,H35.89
36283,H3581,H35.81
36284,H3582,H35.82
36285,H3589,H35.89
36289,H3589,H35.89
3629,H359,H35.9
36300,H30009,H30.009
36301,H30019,H30.019
36303,H30029,H30.029
36304,H30039,H30.039
36305,H30019,H30.019
36306,H30049,H30.049
36307,H30029,H30.029
36308,H30039,H30.039
36310,H30109,H30.109
36311,H30119,H30.119
36312,H30129,H30.129
36313,H30139,H30.139
36314,H30109,H30.109
36315,H30149,H30.149
36320,H3093,H30.93
36321,H3023,H30.23
36322,H30819,H30.819
36330,H31009,H31.009
36331,H31029,H31.029
36332,H31019,H31.019
36333,H31019,H31.019
36334,H31099,H31.099
36335,H31099,H31.099
36340,H31109,H31.109
36341,H31119,H31.119
36342,H31129,H31.129
36343,H3533,H35.33
36350,H3120,H31.20
36351,H3129,H31.29
36352,H3129,H31.29
36353,H3122,H31.22
36354,H3122,H31.22
36355,H3121,H31.21
36356,H3129,H31.29
36357,H3123,H31.23
36361,H31309,H31.309
36362,H31319,H31.319
36363,H31329,H31.329
36370,H31409,H31.409
36371,H31429,H31.429
36372,H31419,H31.419
3638,H318,H31.8
3639,H319,H31.9
36400,H2000,H20.00
36401,H20019,H20.019
36402,H20029,H20.029
36403,H20039,H20.039
36404,H20049,H20.049
36405,H20059,H20.059
36410,H2013,H20.13
36411,H209,H20.9
36421,H20819,H20.819
36422,H4040X0,H40.40X0
36423,H2023,H20.23
36424,H20829,H20.829
3643,H209,H20.9
36441,H2103,H21.03
36442,H211X9,H21.1X9
36451,H21269,H21.269
36452,H21259,H21.259
36453,H21239,H21.239
36454,H21249,H21.249
36455,H21279,H21.279
36456,H21219,H21.219
36457,H21229,H21.229
36459,H2129,H21.29
36460,H21309,H21.309
36461,H21329,H21.329
36462,H21319,H21.319
36463,H21349,H21.349
36464,H21359,H21.359
36470,H21509,H21.509
36471,H21549,H21.549
36472,H21519,H21.519
36473,H21529,H21.529
36474,H2143,H21.43
36475,H21569,H21.569
36476,H21539,H21.539
36477,H21559,H21.559
36481,H2181,H21.81
36482,H2182,H21.82
36489,H2189,H21.89
3649,H219,H21.9
36500,H40009,H40.009
36501,H40019,H40.019
36502,H40039,H40.039
36503,H40049,H40.049
36504,H40059,H40.059
36505,H40029,H40.029
36506,H40069,H40.069
36510,H4010X0,H40.10X0
36510,H4010X1,H40.10X1
36510,H4010X2,H40.10X2
36510,H4010X3,H40.10X3
36510,H4010X4,H40.10X4
36511,H401110,H40.1110
36511,H401111,H40.1111
36511,H401112,H40.1112
36511,H401113,H40.1113
36511,H401114,H40.1114
36511,H401120,H40.1120
36511,H401121,H40.1121
36511,H401122,H40.1122
36511,H401123,H40.1123
36511,H401124,H40.1124
36511,H401130,H40.1130
36511,H401131,H40.1131
36511,H401132,H40.1132
36511,H401133,H40.1133
36511,H401134,H40.1134
36511,H401190,H40.1190
36511,H401191,H40.1191
36511,H401192,H40.1192
36511,H401193,H40.1193
36511,H401194,H40.1194
36512,H401290,H40.1290
36513,H401390,H40.1390
36514,Q150,Q15.0
36515,H40159,H40.159
36520,H4020X0,H40.20X0
36520,H4020X1,H40.20X1
36520,H4020X2,H40.20X2
36520,H4020X3,H40.20X3
36520,H4020X4,H40.20X4
36521,H40239,H40.239
36522,H40219,H40.219
36523,H402290,H40.2290
36524,H40249,H40.249
36531,H4060X0,H40.60X0
36532,H4060X0,H40.60X0
36541,H4089,H40.89
36542,H4089,H40.89
36543,H4089,H40.89
36544,H42,H42.
36551,H4089,H40.89
36552,H401490,H40.1490
36559,H4050X0,H40.50X0
36560,H4050X0,H40.50X0
36561,H4050X0,H40.50X0
36562,H4040X0,H40.40X0
36563,H4089,H40.89
36564,H4050X0,H40.50X0
36565,H4030X0,H40.30X0
36570,NoDx,NoD.x
36571,NoDx,NoD.x
36572,NoDx,NoD.x
36573,NoDx,NoD.x
36574,NoDx,NoD.x
36581,H40829,H40.829
36582,H40819,H40.819
36583,H40839,H40.839
36589,H4089,H40.89
3659,H409,H40.9
36600,H26009,H26.009
36601,H26049,H26.049
36602,H26059,H26.059
36603,H26019,H26.019
36604,H26039,H26.039
36609,H26069,H26.069
36609,H2609,H26.09
36610,H259,H25.9
36611,H2589,H25.89
36612,H25099,H25.099
36613,H25039,H25.039
36614,H25049,H25.049
36615,H25019,H25.019
36616,H2510,H25.10
36617,H2589,H25.89
36618,H2520,H25.20
36619,H25819,H25.819
36619,H2589,H25.89
36620,H26109,H26.109
36621,H26119,H26.119
36622,H26139,H26.139
36623,H26129,H26.129
36630,H2620,H26.20
36631,H26239,H26.239
36632,H26229,H26.229
36633,H26219,H26.219
36634,H26229,H26.229
36641,E0836,E08.36
36641,E0936,E09.36
36641,E1036,E10.36
36641,E1136,E11.36
36641,E1336,E13.36
36642,H28,H28.
36643,H28,H28.
36644,H28,H28.
36645,H2630,H26.30
36646,H268,H26.8
36650,H2640,H26.40
36651,H26419,H26.419
36652,H26499,H26.499
36653,H26499,H26.499
3668,H268,H26.8
3669,H269,H26.9
3670,H5203,H52.03
3671,H5213,H52.13
36720,H52209,H52.209
36721,H52229,H52.229
36722,H52219,H52.219
36731,H5231,H52.31
36732,H5232,H52.32
3674,H524,H52.4
36751,H52529,H52.529
36752,H52519,H52.519
36753,H52539,H52.539
36781,H526,H52.6
36789,H526,H52.6
3679,H527,H52.7
36800,H53009,H53.009
36801,H53039,H53.039
36802,H53019,H53.019
36803,H53029,H53.029
36810,H5310,H53.10
36811,H53139,H53.139
36812,H53129,H53.129
36813,H53149,H53.149
36814,H5315,H53.15
36815,H5319,H53.19
36816,H5316,H53.16
36816,R483,R48.3
3682,H532,H53.2
36830,H5330,H53.30
36831,H5334,H53.34
36832,H5333,H53.33
36833,H5332,H53.32
36834,H5331,H53.31
36840,H5340,H53.40
36841,H53419,H53.419
36842,H53429,H53.429
36843,H53439,H53.439
36844,H53459,H53.459
36845,H53489,H53.489
36846,H53469,H53.469
36847,H5347,H53.47
36851,H5354,H53.54
36852,H5353,H53.53
36853,H5355,H53.55
36854,H5351,H53.51
36855,H5352,H53.52
36859,H5359,H53.59
36860,H5360,H53.60
36861,H5363,H53.63
36862,H5362,H53.62
36863,H5361,H53.61
36869,H5369,H53.69
3688,H538,H53.8
3689,H539,H53.9
36900,H540X33,H54.0X33
36901,H540X55,H54.0X55
36902,H5440,H54.40
36903,H540X45,H54.0X45
36903,H540X54,H54.0X54
36904,H540X44,H54.0X44
36905,H5440,H54.40
36906,H540X35,H54.0X35
36906,H540X53,H54.0X53
36907,H540X34,H54.0X34
36907,H540X43,H54.0X43
36908,H540X33,H54.0X33
36910,H5450,H54.50
36911,H5410,H54.10
36912,H541152,H54.1152
36912,H541225,H54.1225
36913,H541142,H54.1142
36913,H541224,H54.1224
36914,H541132,H54.1132
36914,H541223,H54.1223
36915,H5410,H54.10
36916,H541151,H54.1151
36916,H541215,H54.1215
36917,H541141,H54.1141
36917,H541214,H54.1214
36918,H541131,H54.1131
36918,H541213,H54.1213
36920,H542X11,H54.2X11
36920,H542X12,H54.2X12
36920,H542X21,H54.2X21
36920,H542X22,H54.2X22
36921,H5450,H54.50
36922,H542X22,H54.2X22
36923,H5450,H54.50
36924,H542X12,H54.2X12
36924,H542X21,H54.2X21
36925,H542X11,H54.2X11
3693,H543,H54.3
3694,H548,H54.8
36960,H5440,H54.40
36961,H5440,H54.40
36962,H54415A,H54.415A
36962,H5442A5,H54.42A5
36963,H54415A,H54.415A
36963,H5442A5,H54.42A5
36964,H5440,H54.40
36965,H54414A,H54.414A
36965,H5442A4,H54.42A4
36966,H5440,H54.40
36966,H54414A,H54.414A
36966,H5442A4,H54.42A4
36967,H5440,H54.40
36968,H54413A,H54.413A
36968,H5442A3,H54.42A3
36969,H54413A,H54.413A
36969,H5442A3,H54.42A3
36970,H5450,H54.50
36971,H5450,H54.50
36972,H5450,H54.50
36973,H5450,H54.50
36973,H54512A,H54.512A
36973,H5452A2,H54.52A2
36974,H5450,H54.50
36975,H5450,H54.50
36976,H5450,H54.50
36976,H54511A,H54.511A
36976,H5452A1,H54.52A1
