10ClassKind,icd10Code,11ClassKind,icd11Code
category,I72.3,category,BD51.5
category,I72.4,category,BD51.6
category,I72.5,category,BD51.2
category,I72.6,category,BD51.1
category,I72.8,category,DB98.9
category,I72.9,category,BD51.Z
category,I73,category,BD42.0
category,I73,category,BD42.1
category,I73,category,4A44.8
category,I73,category,EJ00
category,I73,category,MB40.7
category,I73,category,BD4Z
category,I73.0,category,BD42.0
category,I73.0,category,BD42.1
category,I73.1,category,4A44.8
category,I73.8,category,EJ00
category,I73.8,category,MB40.7
category,I73.9,category,BD4Z
category,I74,category,BD5Z
category,I74.0,category,BD30.10
category,I74.1,category,BD30.10
category,I74.1,category,BD30.11
category,I74.2,category,BD30.00
category,I74.2,category,BD30.01
category,I74.3,category,BD30.20
category,I74.3,category,BD30.21
category,I74.4,category,BD5Z
category,I74.5,category,BD40.Z
category,I74.8,category,BD5Z
category,I74.9,category,BD5Z
category,I77,category,BD52
category,I77.0,category,BD52.1
category,I77.1,category,BD52.2
category,I77.2,category,BD52.3
category,I77.3,category,BD41.0
category,I77.4,category,BD52.5
category,I77.5,category,BD52.4
category,I77.6,category,4A44.Z
category,I77.6,category,4A44.9Z
category,I77.6,category,4A44.AZ
category,I77.8,category,4A44.6
category,I77.8,category,EB90.42
category,I77.9,category,BD52
category,I78,category,LA90.00
category,I78,category,EF20.3
category,I78,category,EF20.4
category,I78,category,EF20.0
category,I78,category,BB01.0
category,I78.0,category,LA90.00
category,I78.1,category,EF20.3
category,I78.1,category,EF20.4
category,I78.1,category,EF20.0
category,I78.8,category,BB01.0
category,I78.9,category,BD5Z
category,I79,category,BD53.Z
category,I79.0,category,BD53.Z
category,I79.1,category,BD53.Z
category,I79.2,category,BD53.Z
category,I79.8,category,BD53.Z
block,I80-I89,category,BD7Z
category,I80,category,BD70.0
category,I80,category,BD71.4
category,I80.0,category,BD70.0
category,I80.1,category,BD71.4
category,I80.2,category,BD71.4
category,I80.3,category,BD71.4
category,I80.8,category,BD7Z
category,I80.9,category,BD7Z
category,I81,category,DB98.3
category,I82,category,DB98.5
category,I82,category,BD70.2
category,I82,category,BD72
category,I82.0,category,DB98.5
category,I82.1,category,BD70.2
category,I82.2,category,BD72
category,I82.3,category,BD72
category,I82.8,category,BD72
category,I82.9,category,BD72
category,I83,category,BD74.1Z
category,I83.0,category,BD74.3Z
category,I83.1,category,EA86.0
category,I83.2,category,BD74.Z
category,I83.9,category,BD74.1Z
category,I85,category,DA26.0Z
category,I85.0,category,DA26.00
category,I85.9,category,DA26.01
category,I86,category,BD75.Z
category,I86.0,category,BD75.0
category,I86.1,category,BD75.1
category,I86.2,category,BD75.3
category,I86.3,category,BD75.2
category,I86.4,category,DA43.0
category,I86.8,category,DA52.0
category,I87,category,BD74.Z
category,I87,category,BD73.21
category,I87,category,BD73.20
category,I87.0,category,BD74.Z
category,I87.1,category,BD73.21
category,I87.1,category,BD73.20
category,I87.2,category,BD74.Z
category,I87.8,category,BD7Z
category,I87.9,category,BD7Z
category,I88,category,BD90.Z
category,I88.0,category,BD90.1
category,I88.1,category,BD90.2Z
category,I88.8,category,BD90.Z
category,I88.9,category,BD90.Z
category,I89,category,BD9Z
category,I89.0,category,BD93.Z
category,I89.1,category,BD91
category,I89.1,category,1B70.Z
category,I89.8,category,BD9Z
category,I89.9,category,BD9Z
block,I95-I99,category,BE2Z
category,I95,category,BA2Z
category,I95.0,category,BA20
category,I95.1,category,BA21
category,I95.2,category,BA2Z
category,I95.8,category,BA2Z
category,I95.9,category,BA2Z
category,I97,block,
category,I97.0,category,BE10
category,I97.1,category,BE11
category,I97.2,category,BE1B.0
category,I97.8,category,BE14.Z
category,I97.8,category,BE14.3
category,I97.8,category,BE18
category,I97.8,category,BE16
category,I97.8,category,BE19
category,I97.8,category,BE15
category,I97.8,category,BE17
category,I97.9,block,
category,I98,category,DA26.01
category,I98,category,DA26.00
category,I98.0,category,BE2Z
category,I98.1,category,BE2Z
category,I98.2,category,DA26.01
category,I98.3,category,DA26.00
category,I98.8,category,BE2Z
category,I99,category,BE2Z
category,I99,category,BC40.Z
category,I99,category,BC41.Z
category,I99,category,EF20.Z
chapter,X,category,CB7Z
block,J00-J06,category,CA0Z
category,J00,category,CA00
category,J01,category,CA01
category,J01.0,category,CA01
category,J01.1,category,CA01
category,J01.2,category,CA01
category,J01.3,category,CA01
category,J01.4,category,CA01
category,J01.8,category,CA01
category,J01.9,category,CA01
category,J02,category,CA02.Z
category,J02.0,category,1B51
category,J02.8,category,CA02.0
category,J02.9,category,CA02.Z
category,J03,category,CA03.Z
category,J03.0,category,CA03.0
category,J03.8,category,CA03.Z
category,J03.9,category,CA03.Z
category,J04,category,CA05.Z
category,J04.0,category,CA05.0
category,J04.1,category,CA05.1
category,J04.2,category,CA05.2
category,J05,category,CA06.Z
category,J05.0,category,CA06.0
category,J05.1,category,CA06.1
category,J06,category,CA07.Z
category,J06.0,category,CA04
category,J06.8,category,CA07.Z
category,J06.9,category,CA07.Z
block,J09-J18,block,
block,J09-J18,category,CA4Z
category,J09,category,1E31
category,J10,category,1E30
category,J10.0,category,1E30
category,J10.1,category,1E30
category,J10.8,category,1E30
category,J11,category,1E32
category,J11.0,category,1E32
category,J11.1,category,1E32
category,J11.8,category,1E32
category,J12,category,CA40.1Z
category,J12.0,category,CA40.10
category,J12.1,category,CA40.11
category,J12.1,category,CA40.1Z
category,J12.2,category,CA40.12
category,J12.3,category,CA40.13
category,J12.8,category,CA40.1Z
category,J12.9,category,1D64
category,J13,category,CA40.07
category,J14,category,CA40.02
category,J15,category,CA40.0Z
category,J15.0,category,CA40.03
category,J15.0,category,CA40.0Z
category,J15.1,category,CA40.05
category,J15.2,category,CA40.06
category,J15.3,category,CA40.08
category,J15.4,category,CA40.0Z
category,J15.5,category,CA40.01
category,J15.6,category,CA40.0Z
category,J15.7,category,CA40.04
category,J15.8,category,CA40.0Z
category,J15.9,category,CA40.0Z
category,J16,category,CA40.Z
category,J16.0,category,CA40.00
category,J16.8,category,CA40.Z
category,J16.8,category,CA40.2Z
category,J17,category,CA40.Z
category,J17.0,category,CA40.0Z
category,J17.1,category,CA40.Z
category,J17.2,category,CA40.2Z
category,J17.3,category,CA40.Z
category,J17.8,category,CA40.Z
category,J18,category,CA40.Z
category,J18.0,category,CA40.Z
category,J18.1,category,CA40.Z
category,J18.2,category,CA40.Z
category,J18.8,category,CA40.Z
category,J18.9,category,CA40.Z
block,J20-J22,category,CA42.Z
block,J20-J22,category,CA41.Z
block,J20-J22,category,CA4Z
category,J20,category,CA42.Z
category,J20.0,category,CA42.Z
category,J20.1,category,CA42.4
category,J20.2,category,CA42.0
category,J20.3,category,CA42.5
category,J20.4,category,CA42.3
category,J20.5,category,CA42.2
category,J20.6,category,CA42.1
category,J20.7,category,CA42.Z
category,J20.8,category,CA42.Z
category,J20.9,category,CA42.Z
category,J21,category,CA41.Z
category,J21.0,category,CA41.0
category,J21.1,category,CA41.Z
category,J21.8,category,CA41.Z
category,J21.9,category,CA41.Z
category,J22,category,CA4Z
block,J30-J39,category,CA08.Z
block,J30-J39,category,CA08.0Z
block,J30-J39,category,CA09.Z
block,J30-J39,category,CA0A.Z
block,J30-J39,category,CA0J.Z
block,J30-J39,category,CA0Z
block,J30-J39,category,CA0F.Z
block,J30-J39,category,CA0K.1
block,J30-J39,category,CA0G
block,J30-J39,category,CA0H.Z
category,J30,category,CA08.Z
category,J30,category,CA08.0Z
category,J30.0,category,CA08.3
category,J30.1,category,CA08.00
category,J30.2,category,CA08.01
category,J30.3,category,4A85.0Z
category,J30.3,category,CA08.03
category,J30.4,category,CA08.0Z
category,J31,category,CA09.Z
category,J31.0,category,CA09.0
category,J31.1,category,CA09.1
category,J31.2,category,CA09.2
category,J32,category,CA0A.Z
category,J32.0,category,CA0A.Z
category,J32.1,category,CA0A.Z
category,J32.2,category,CA0A.Z
category,J32.3,category,CA0A.Z
category,J32.4,category,CA0A.Z
category,J32.8,category,CA0A.Z
category,J32.9,category,CA0A.Z
category,J33,category,CA0J.Z
category,J33.0,category,CA0J.Z
category,J33.1,category,CA0J.0
category,J33.8,category,CA0J.Z
category,J33.9,category,CA0J.Z
category,J34,category,CA0Z
category,J34.0,category,CA0Z
category,J34.1,category,CA0C
category,J34.2,category,CA0D
category,J34.3,category,CA0E
category,J34.8,category,CA0Z
category,J35,category,CA0F.Z
category,J35.0,category,CA0F.Z
category,J35.1,category,CA0F.0
category,J35.2,category,CA0F.1
category,J35.3,category,CA0F.Z
category,J35.8,category,CA0F.Z
category,J35.9,category,CA0F.Z
category,J36,category,CA0K.1
category,J37,category,CA0G
category,J37.0,category,CA0G
category,J37.1,category,CA0G
category,J38,category,CA0H.Z
category,J38.0,category,CA0H.0
category,J38.1,category,CA0H.1
category,J38.2,category,CA0H.2
category,J38.3,category,CA0H.Z
category,J38.4,category,CA0H.3
category,J38.5,category,CA0H.4
category,J38.6,category,CA0H.5
category,J38.7,category,CA0H.Z
category,J39,category,CA0Z
category,J39.0,category,CA0K.0
category,J39.1,category,CA0K.0
category,J39.2,category,CA0Z
category,J39.3,category,4A80.Z
category,J39.8,category,CA0K.Z
category,J39.9,category,CA0Z
block,J40-J47,category,CA2Z
category,J40,category,CA20.Z
category,J40,category,CA27.Z
category,J41,category,CA20.1Z
category,J41.0,category,CA20.10
category,J41.1,category,CA20.11
category,J41.8,category,CA20.12
category,J42,category,CA20.1Z
category,J43,category,CA21.Z
category,J43.0,category,CA21.0
category,J43.1,category,CA21.1
category,J43.2,category,CA21.2
category,J43.8,category,CA21.Z
category,J43.9,category,CA21.Z
category,J44,category,CA22.Z
category,J44.0,category,CA22.1
category,J44.1,category,CA22.0
category,J44.8,category,CA22.1
category,J44.8,category,CA26.Z
category,J44.9,category,CA22.Z
category,J45,category,CA23
category,J45.0,category,CA23.0Z
category,J45.1,category,CA23.1
category,J45.8,category,CA23
category,J45.9,category,CA23.3
category,J46,category,CA23.31
category,J46,category,CA23.11
category,J46,category,CA23.01
category,J47,category,CA24
block,J60-J70,category,CA8Z
category,J60,category,CA60.1
category,J61,category,CA60.2
category,J62,category,CA60.0Z
category,J62.0,category,CA60.00
category,J62.8,category,CA60.0Z
category,J63,category,CA60
category,J63.0,category,CA60.4
category,J63.1,category,CA60.5
category,J63.2,category,CA60.6
category,J63.3,category,CA60.7
category,J63.4,category,CA60.8
category,J63.5,category,CA60.9
category,J63.8,category,CA60
category,J64,category,CA60
category,J65,category,CA60.3
category,J66,category,CA80.Z
category,J66.0,category,CA80.0
category,J66.1,category,CA80.1
category,J66.2,category,CA80.2
category,J66.8,category,CA80.Z
category,J67,category,CA70.Z
category,J67.0,category,CA70.0
category,J67.1,category,CA70.1
category,J67.2,category,CA70.2
category,J67.3,category,CA70.3
category,J67.4,category,CA70.4
category,J67.5,category,CA70.5
category,J67.6,category,CA70.6
category,J67.7,category,CA70.7
category,J67.8,category,CA70.Z
category,J67.9,category,CA70.Z
category,J68,category,CA81.Z
category,J68.0,category,CA81.0
category,J68.1,category,CA81.1
category,J68.2,category,CA81.2
category,J68.3,category,CA81.Z
category,J68.4,category,CA81.Z
category,J68.8,category,CA81.Z
category,J68.9,category,CA81.Z
category,J69,category,CA71.Z
category,J69.0,category,CA71.0
category,J69.1,category,CA71.1
category,J69.8,category,CA71.Z
category,J70,category,CA82.Z
category,J70.0,category,CA82.0
category,J70.1,category,CA82.1
category,J70.2,category,CA82.2
category,J70.3,category,CA82.3
category,J70.4,category,CA82.3
category,J70.8,category,CA82.Z
category,J70.9,category,CA82.Z
block,J80-J84,category,CB0Z
category,J80,category,CB00
category,J81,category,CB01
category,J82,category,CB02.Z
category,J84,category,CB03.Z
category,J84.0,category,CB04.3Z
category,J84.0,category,CB05.0
category,J84.1,category,CB0Z
category,J84.1,category,CB03.4
category,J84.1,category,CB03.3
category,J84.1,category,CB03.2
category,J84.8,category,CB0Z
category,J84.8,category,CB04.Z
category,J84.8,category,CB03.5
category,J84.8,category,CB03.1
category,J84.8,category,CB03.0
category,J84.9,category,CB0Z
block,J85-J86,category,CA43.Z
block,J85-J86,category,CA44
category,J85,category,CA43.Z
category,J85.0,category,CA43.0
category,J85.1,category,CA43.1
category,J85.2,category,CA43.2
category,J85.3,category,CA43.3
category,J86,category,CA44
category,J86.0,category,CA44
category,J86.9,category,CA44
block,J90-J94,category,CB27
block,J90-J94,category,CB20
block,J90-J94,category,CB21.Z
block,J90-J94,category,CB2Z
category,J90,category,CB27
category,J91,category,CB27
category,J92,category,CB20
category,J92.0,category,CB20
category,J92.9,category,CB20
category,J93,category,CB21.Z
category,J93.0,category,CB21.0
category,J93.1,category,CB21.1
category,J93.8,category,CB21.Z
category,J93.9,category,CB21.Z
category,J94,category,CB2Z
category,J94.0,category,CB24
category,J94.1,category,CB25
category,J94.2,category,CB26
category,J94.8,category,CB2Z
category,J94.9,category,CB2Z
block,J95-J99,category,CB40
category,J95,block,
category,J95.0,category,CB60
category,J95.1,category,CB41.0Z
category,J95.2,category,CB41.0Z
category,J95.3,category,CB61
category,J95.4,category,CA72
category,J95.5,category,CB62
category,J95.8,block,
category,J95.9,block,
category,J96,category,CB41
category,J96.0,category,CB41.0Z
category,J96.1,category,CB41.1Z
category,J96.9,category,CB41.2Z
category,J98,category,CB40
category,J98.0,category,4A80.0
category,J98.0,category,4A80.1
category,J98.0,category,CB40
category,J98.0,category,CA27.1
category,J98.1,category,CB40.2
category,J98.2,category,CB40.3
category,J98.3,category,CB40.4
category,J98.4,category,CB40
category,J98.5,category,CB22.Z
category,J98.6,category,CB23
category,J98.8,category,CB40.0
category,J98.9,category,CB40
category,J99,category,CB40
category,J99.0,category,CB40
category,J99.1,category,CB05.1
category,J99.8,category,CB05.2
category,J99.8,category,CB05.4Z
category,J99.8,category,CB05.3
category,J99.8,category,CB05.5
chapter,XI,category,DE2Z
block,K00-K14,category,DA0Z
category,K00,category,DA07.Z
category,K00.0,category,LA30.0
category,K00.0,category,LA30.2
category,K00.0,category,LA30.1
category,K00.1,category,LA30.3
category,K00.2,category,LA30.4
category,K00.3,category,DA07.0
category,K00.4,category,DA07.3
category,K00.5,category,LA30.Z
category,K00.5,category,LA30.7
category,K00.6,category,DA07.6Z
category,K00.7,category,DA07.60
category,K00.8,category,DA07.Z
category,K00.8,category,LA30.Z
category,K00.9,category,DA07.Z
category,K01,category,DA07.7
category,K01,category,DA07.8
category,K01.0,category,DA07.7
